,spe,high,dbh,ew,sn
1744,30,7.4,8,3.55,3.44
1745,30,7.7,9.5,3.63,4.18
1746,30,7.7,8.6,3.32,3.53
1747,30,7.6,9.1,3.62,4.05
1748,30,7.5,9.5,3.55,3.77
1749,30,7.6,9.5,3.92,4.15
1750,30,7.6,9.4,3.47,3.3
1751,30,7.1,8.8,3.73,3.46
1752,30,7.1,9.07,3.97,3.47
1753,30,7,8.11,3.36,3.51
1754,30,7,8.01,3.89,3.53
1755,30,7.1,8.24,3.98,3.84
1756,30,7.2,8.64,4.15,3.98
1757,30,7.2,8.25,3.47,3.48
1758,30,7,9.42,4.1,3.56
1759,30,7.1,9.4,3.55,3.71
1760,30,7.3,9.61,4.12,3.9
1761,30,7.2,9.12,4.05,3.52
1762,30,7.3,9.57,4.2,4.01
1763,30,4.5,4.7,2.25,2.5
1764,30,5.5,5.9,2.84,2.99
1765,30,4.3,7.5,2.15,1.92
1766,30,4.4,7.18,2.44,2.22
1767,30,4.3,7.61,2.08,2.18
1768,30,4.3,7.6,2.66,2.62
1769,30,4.7,7.9,3.48,3.04
1770,30,4.8,7.61,3.02,3.33
1771,30,4.3,7.85,2.98,3
1772,30,4.5,7.25,3.01,2.83
1773,30,4.3,6.35,2.45,2.92
1774,30,4.6,6.35,2.22,1.93
1775,30,4.6,6.7,2.4,3.26
1776,30,4.3,6.39,3.25,2.35
1777,30,4.6,5.82,1.73,1.88
1778,30,4.7,7.79,2.54,3.3
1779,30,4.7,6.79,2.92,2.76
1780,30,4.1,6,2.05,1.68
1781,30,4.1,6.39,2.2,1.88
1782,30,5.1,7.3,3.15,2.84
1783,30,4.7,6.2,3.57,2.93
1784,30,4.2,4.6,2.61,2.8
1785,30,4.5,4.6,2.69,2.7
1786,30,4.4,5.67,2.5,1.98
1787,30,4.8,4.73,2.2,1.92
1788,30,5,6.81,1.96,2.28
1789,30,4.3,4.2,1.34,1.93
1790,30,5,7.6,2.08,1.86
